"Node","In_Degree","Out_Degree","Total_Degree","Betweenness","semtype","cui"
"Glucosephosphate_Dehydrogenase_Deficiency",1,0,1,0,NA,"C0017758"
"Glycogen_Storage_Disease",1,0,1,0,NA,"C0017919"
"Glycogen_Storage_Disease_Type_IIb",1,0,1,0,NA,"C0878677"
"Glycogen_storage_disease_type_II",1,0,1,0,NA,"C0017921"
"Gonadal_Dysgenesis",1,0,1,0,NA,"C0018051"
"Granulomatous_Disease_Chronic",1,0,1,0,NA,"C0018203"
"Hallopeau_Siemens_Disease",1,0,1,0,NA,"C0079474"
"Hematological_Disease",1,0,1,0,NA,"C0018939"
"Hemiplegic_Migraine_Familial",1,0,1,0,NA,"C0338484"
"Hemochromatosis",1,0,1,0,NA,"C0018995"
"Hemoglobinopathies",1,0,1,0,NA,"C0019045"
"Hemophilia_A",1,0,1,0,NA,"C0019069"
"Hemophilia_B",1,0,1,0,NA,"C0008533"
"Hemophilia_NOS",1,0,1,0,NA,"C0684275"
"Hereditary_Autosomal_Dominant_Spastic_Paraplegia",1,0,1,0,NA,"C0751602"
"Hereditary_hemorrhagic_telangiectasia",1,0,1,0,NA,"C0039445"
"Hereditary_pancreatitis",1,0,1,0,NA,"C0238339"
"Hereditary_sideroblastic_anemia",1,0,1,0,NA,"C0221018"
"Holt_Oram_syndrome",1,0,1,0,NA,"C0265264"
"Homocystinuria",1,0,1,0,NA,"C0019880"
"Hyperexplexia",1,0,1,0,NA,"C0234166"
"Hyperphenylalaninaemia",1,0,1,0,NA,"C0751435"
"Hypogonadotropic_hypogonadism",1,0,1,0,NA,"C0271623"
"Hypokalemic_periodic_paralysis",1,0,1,0,NA,"C0238358"
"Hypophosphatasia",1,0,1,0,NA,"C0020630"
"Ichthyoses",1,0,1,0,NA,"C0020757"
"Infantile_neuronal_ceroid_lipofuscinosis",1,0,1,0,NA,"C0268281"
"Inherited_neuropathies",1,0,1,0,NA,"C0598589"
"Job_s_Syndrome",1,0,1,0,NA,"C0022398"
"Junctional_Epidermolysis_Bullosa",1,0,1,0,NA,"C0079301"
"Juvenile_Neuronal_Ceroid_Lipfuscinosis",1,0,1,0,NA,"C0751383"
"Juvenile_hemochromatosis",1,0,1,0,NA,"C0268060"
"Kabuki_make_up_syndrome",1,0,1,0,NA,"C0796004"
"Kallmann_Syndrome",1,0,1,0,NA,"C0162809"
"Keratosis_Follicularis",1,0,1,0,NA,"C0022595"
"Lafora_Disease",1,0,1,0,NA,"C0751783"
"Laron_Syndrome",1,0,1,0,NA,"C0271568"
"Late_Infantile_Neuronal_Ceroid_Lipfuscinosis",1,0,1,0,NA,"C0022340"
"Leigh_Disease",1,0,1,0,NA,"C0023264"
"Lesch_Nyhan_Syndrome",1,0,1,0,NA,"C0023374"
"Leucodystrophy_NOS",1,0,1,0,NA,"C0023520"
"Leukodystrophy_Metachromatic",1,0,1,0,NA,"C0023522"
"Liddle_s_syndrome",1,0,1,0,NA,"C0221043"
"Lipoidosis",1,0,1,0,NA,"C0023794"
"Lissencephaly",1,0,1,0,NA,"C0266463"
"Lysinuric_protein_intolerance",1,0,1,0,NA,"C0268647"
"Macular_degeneration",1,0,1,0,NA,"C0024437"
"Macular_dystrophy",1,0,1,0,NA,"C0730292"
"Marfan_Syndrome",1,0,1,0,NA,"C0024796"
"Maturity_onset_diabetes_mellitus_in_young",1,0,1,0,NA,"C0342276"
"Menkes_Kinky_Hair_Syndrome",1,0,1,0,NA,"C0022716"
"Methylmalonic_acidemia",1,0,1,0,NA,"C0268583"
"Mitochondrial_Encephalomyopathies",1,0,1,0,NA,"C0162666"
"Mucopolysaccharidoses",1,0,1,0,NA,"C0026703"
"Mucopolysaccharidosis_II",1,0,1,0,NA,"C0026705"
"Mucopolysaccharidosis_IV",1,0,1,0,NA,"C0026707"
"Multiple_Epiphyseal_Dysplasia",1,0,1,0,NA,"C0026760"
"Multisystem_disorder",1,0,1,0,NA,"C0559758"
"Muscular_Dystrophies_Limb_Girdle",1,0,1,0,NA,"C0686353"
"Muscular_Dystrophy_Emery_Dreifuss",1,0,1,0,NA,"C0410189"
"Myasthenic_Syndromes_Congenital",1,0,1,0,NA,"C0751882"
"Myoclonic_Epilepsies_Progressive",1,0,1,0,NA,"C0751778"
"Myopathies_Nemaline",1,0,1,0,NA,"C0206157"
"Myopathy_Central_Core",1,0,1,0,NA,"C0751951"
"Myotonia_Congenita",1,0,1,0,NA,"C0027127"
"Narcolepsy",1,0,1,0,NA,"C0027404"
"Neonatal_diabetes_mellitus",1,0,1,0,NA,"C0158981"
"Neuromuscular_Diseases",1,0,1,0,NA,"C0027868"
"Neuronal_Ceroid_Lipofuscinosis",1,0,1,0,NA,"C0027877"
"Niemann_Pick_Disease_Type_C",1,0,1,0,NA,"C0220756"
"Niemann_Pick_Diseases",1,0,1,0,NA,"C0028064"
"Nijmegen_Breakage_Syndrome",1,0,1,0,NA,"C0398791"
"Oculo_dento_digital_syndrome",1,0,1,0,NA,"C0812437"
"Oculocerebrorenal_Syndrome",1,0,1,0,NA,"C0028860"
"Optic_Atrophy",1,0,1,0,NA,"C0029124"
"Optic_Atrophy_Autosomal_Dominant",1,0,1,0,NA,"C0338508"
"Osteitis_Deformans",1,0,1,0,NA,"C0029401"
"Osteochondrodysplasias",1,0,1,0,NA,"C0029422"
"Palmoplantar_Keratosis",1,0,1,0,NA,"C0022596"
"Papillon_Lefevre_Disease",1,0,1,0,NA,"C0030360"
"Paraparesis_Spastic",1,0,1,0,NA,"C0037771"
"Pelizaeus_Merzbacher_Disease",1,0,1,0,NA,"C0205711"
"Pendred_s_syndrome",1,0,1,0,NA,"C0271829"
"Periodic_syndrome",1,0,1,0,NA,"C0585274"
"Peroxisomal_Disorders",1,0,1,0,NA,"C0282528"
"Persistent_Hyperinsulinemia_Hypoglycemia_of_Infancy",1,0,1,0,NA,"C1257959"
"Peutz_Jeghers_Syndrome",1,0,1,0,NA,"C0031269"
"Phenylketonurias",1,0,1,0,NA,"C0031485"
"Polyglandular_Type_I_Autoimmune_Syndrome",1,0,1,0,NA,"C0085859"
"Porphyria_Acute_Intermittent",1,0,1,0,NA,"C0162565"
"Primary_Ciliary_Dyskinesias",1,0,1,0,NA,"C0022521"
"Primary_congenital_glaucoma",1,0,1,0,NA,"C1533041"
"Primary_microcephaly",1,0,1,0,NA,"C0431350"
"Progeria",1,0,1,0,NA,"C0033300"
"Propionic_acidemia",1,0,1,0,NA,"C0268579"
"Protein_Deficiency",1,0,1,0,NA,"C0033626"
"Pseudoachondroplastic_spondyloepiphyseal_dysplasia_syndrome",1,0,1,0,NA,"C0410538"
"Pseudohypoparathyroidism",1,0,1,0,NA,"C0033806"
"Pseudoxanthoma_Elasticum",1,0,1,0,NA,"C0033847"
"Pyknodysostosis",1,0,1,0,NA,"C0238402"
"Pyruvate_Dehydrogenase_Complex_Deficiency_Disease",1,0,1,0,NA,"C0034345"
"Renal_carnitine_transport_defect",1,0,1,0,NA,"C0342788"
"Renal_tubular_acidosis",1,0,1,0,NA,"C0001126"
"Retinoschisis_Juvenile_X_Linked",1,0,1,0,NA,"C0271091"
"Sandhoff_Disease",1,0,1,0,NA,"C0036161"
"Sjogren_Larsson_Syndrome",1,0,1,0,NA,"C0037231"
"Skeletal_dysplasia",1,0,1,0,NA,"C0410528"
"Skin_Diseases_Genetic",1,0,1,0,NA,"C0037277"
"Smith_Lemli_Opitz_Syndrome",1,0,1,0,NA,"C0175694"
"Spastic_Paraplegia",1,0,1,0,NA,"C0037772"
"Spastic_Paraplegia_Hereditary",1,0,1,0,NA,"C0037773"
"Spherocytosis_Hereditary",1,0,1,0,NA,"C0037889"
"Spinocerebellar_Ataxias",1,0,1,0,NA,"C0087012"
"Stargardt_s_disease",1,0,1,0,NA,"C0271093"
"Steroid_resistant_nephrotic_syndrome",1,0,1,0,NA,"C0403397"
"Tangier_Disease",1,0,1,0,NA,"C0039292"
"Tay_Sachs_Disease",1,0,1,0,NA,"C0039373"
"Testicular_Feminization",1,0,1,0,NA,"C0936016"
"Thalassemia",1,0,1,0,NA,"C0039730"
"Thrombasthenia",1,0,1,0,NA,"C0040015"
"Trichothiodystrophy",1,0,1,0,NA,"C0740342"
"Tuberous_Sclerosis",1,0,1,0,NA,"C0041341"
"Type_IV_Mucolipidosis",1,0,1,0,NA,"C0238286"
"Ullrich_congenital_muscular_dystrophy",1,0,1,0,NA,"C0410179"
"Usher_Syndromes",1,0,1,0,NA,"C0271097"
"Van_der_Woude_syndrome",1,0,1,0,NA,"C0175697"
"Ventricular_tachycardia_polymorphic",1,0,1,0,NA,"C0344432"
"Vitelliform_dystrophy",1,0,1,0,NA,"C0339510"
"Von_Hippel_Lindau_Syndrome",1,0,1,0,NA,"C0019562"
"Waardenburg_s_Syndrome",1,0,1,0,NA,"C0043008"
"Wiskott_Aldrich_Syndrome",1,0,1,0,NA,"C0043194"
"Wolfram_Syndrome",1,0,1,0,NA,"C0043207"
"X_linked_hyperimmunoglobulin_M_syndrome",1,0,1,0,NA,"C0398689"
"X_linked_severe_combined_immunodeficiency",1,0,1,0,NA,"C1279481"
"Xanthomatosis_Cerebrotendinous",1,0,1,0,NA,"C0238052"
"Young_onset_Parkinson_disease",1,0,1,0,NA,"C4275179"
"alpha_1_Antitrypsin_Deficiency",1,0,1,0,NA,"C0221757"
"alpha_Thalassemia",1,0,1,0,NA,"C0002312"
"beta_Thalassemia",1,0,1,0,NA,"C0005283"
"chediak_higashi_syndrome",1,0,1,0,NA,"C0007965"
"early_disease_onset",1,0,1,0,NA,"C0814120"
"familial_hypertension",1,0,1,0,NA,"C0598428"
"incurable_diseases",1,0,1,0,NA,"C0175969"
"von_Willebrand_Disease",1,0,1,0,NA,"C0042974"
"Mycobacterium_tuberculosis",0,1,1,0,NA,"C0026926"
"Mycoplasma_gallisepticum",0,1,1,0,NA,"C0317807"
"Mycoses",0,1,1,0,NA,"C0026946"
"Left_ventricular_aneurysm",1,0,1,0,NA,"C0519097"
"Ventricular_Septal_Defects",1,0,1,0,NA,"C0018818"
"Myoglobin",0,1,1,0,NA,"C0027078"
"Myosin_Light_Chain_Kinase",0,1,1,0,NA,"C0027120"
"NADPH_Oxidase",0,1,1,0,NA,"C0068355"
"NELFCD",0,1,1,0,NA,"51497"
"NLRP3_gene_NLRP3",0,1,1,0,NA,"C1424250"
"NOS2A_protein_human_NOS2",0,1,1,0,NA,"C0669372"
"NR0B1_gene_NR0B1",0,1,1,0,NA,"C1417820"
"N_Methyl_D_Aspartate_Receptors",0,1,1,0,NA,"C0080093"
"N_N_dimethylarginine",0,1,1,0,NA,"C0067385"
"N_nitrosonornicotine",0,1,1,0,NA,"C0067113"
"Na_K_Exchanging_ATPase",0,1,1,0,NA,"C0001479"
"Naloxone",0,1,1,0,NA,"C0027358"
"Naphthalene",0,1,1,0,NA,"C0027375"
"Neglected_Diseases",0,1,1,0,NA,"C2936328"
"Neonatal_alloimmune_thrombocytopenia",0,1,1,0,NA,"C0473780"
"Exophthalmos",1,0,1,0,NA,"C0015300"
"Ileus",1,0,1,0,NA,"C1258215"
"Paraneoplastic_Syndromes",1,0,1,0,NA,"C0030472"
"Pseudomyxoma_Peritonei",1,0,1,0,NA,"C0033822"
"Puberty_Precocious",1,0,1,0,NA,"C0034013"
"Recurrent_tumor",1,0,1,0,NA,"C0521158"
"Secondary_Neoplasm",1,0,1,0,NA,"C2939419"
"Secondary_malignant_neoplasm_of_lung",1,0,1,0,NA,"C0153676"
"Tumor_Immunity",1,0,1,0,NA,"C1519680"
"Tumor_induced_osteomalacia",1,0,1,0,NA,"C1274103"
"Tumor_necrosis",1,0,1,0,NA,"C0333516"
"neoplasm_regression",1,0,1,0,NA,"C0920616"
"Nerve_Growth_Factors_NGF",0,1,1,0,NA,"C0027754"
"Nervousness",0,1,1,0,NA,"C0027769"
"Neuroblastoma",0,1,1,0,NA,"C0027819"
"General_Paralysis",1,0,1,0,NA,"C0205858"
"Neurokinin_A",0,1,1,0,NA,"C0038581"
"Neurokinin_B",0,1,1,0,NA,"C0027847"
"Neurologic_Deficits",0,1,1,0,NA,"C0521654"
"Neuromuscular_stimulation",0,1,1,0,NA,"C0454448"
"Botulism",1,0,1,0,NA,"C0006057"
"Neurotransmitters",0,1,1,0,NA,"C0027908"
"Neutropenic_sepsis",0,1,1,0,NA,"C0877153"
"Newborn_death",0,1,1,0,NA,"C0410916"
"catecholamine_secretion",1,0,1,0,NA,"C1325901"
"Nicotinic_Acid",0,1,1,0,NA,"C0027996"
"Nicotinic_Receptors",0,1,1,0,NA,"C0034830"
"Nifedipine",0,1,1,0,NA,"C0028066"
"Nitric_Oxide_Synthase",0,1,1,0,NA,"C0132555"
"Nitroarginine",0,1,1,0,NA,"C0068821"
"Nitrosamines",0,1,1,0,NA,"C0028197"
"Nitrous_Oxide",0,1,1,0,NA,"C0028215"
"No_past_history",0,1,1,0,NA,"C0332124"
"Hearing_Loss_High_Frequency",1,0,1,0,NA,"C0018780"
"Hearing_problem",1,0,1,0,NA,"C0260662"
"Non_ischemic_cardiomyopathy",0,1,1,0,NA,"C0877438"
"Non_ischemic_dilated_cardiomyopathy",0,1,1,0,NA,"C1168330"
"Noncommunicable_Diseases",0,1,1,0,NA,"C4505065"
"Nondisjunction_Genetic",0,1,1,0,NA,"C0028303"
"Maximum",1,0,1,0,NA,"C0806909"
"Normal_saline",0,1,1,0,NA,"C0445115"
"Nucleic_Acids",0,1,1,0,NA,"C0028606"
"Nystatin",0,1,1,0,NA,"C0028741"
"Hypogonadism",1,0,1,0,NA,"C0020619"
"Obstructed_labor",0,1,1,0,NA,"C0152156"
"Azoospermia",1,0,1,0,NA,"C0004509"
"Excessive_tearing",1,0,1,0,NA,"C0152227"
"Gastrointestinal_tract_vascular_insufficiency",1,0,1,0,NA,"C0156149"
"Hepatic_Vein_Thrombosis",1,0,1,0,NA,"C0019154"
"STEMI",1,0,1,0,NA,"C1536220"
"Transient_Cerebral_Ischemia",0,1,1,0,NA,"C0917805"
"Transient_ischemia",0,1,1,0,NA,"C0022118"
"Obstruction_of_pelviureteric_junction",0,1,1,0,NA,"C0521619"
"Ochratoxins",0,1,1,0,NA,"C0028816"
"Toxic_effect_from_eating_shellfish",1,0,1,0,NA,"C0274883"
"Oncogene_Proteins",0,1,1,0,NA,"C0029005"
"Oncogenic_Viruses",0,1,1,0,NA,"C0029017"
"Oncornaviruses",0,1,1,0,NA,"C0079936"
"Ondansetron",0,1,1,0,NA,"C0061851"
"Astigmatism",1,0,1,0,NA,"C0004106"
"Opioids",0,1,1,0,NA,"C0242402"
"Opportunistic_Infections",0,1,1,0,NA,"C0029118"
"Oral_Glucose_Tolerance_Test",0,1,1,0,NA,"C0029161"
"Organic_Chemicals",0,1,1,0,NA,"C0029224"
"Organic_dust",0,1,1,0,NA,"C0303747"
"Orthomyxoviridae",0,1,1,0,NA,"C0029341"
"Osteoarthritis_Hip",0,1,1,0,NA,"C0029410"
"Osteoarthritis_Knee",0,1,1,0,NA,"C0409959"
"Manic",1,0,1,0,NA,"C0338831"
"Out_of_Hospital_Cardiac_Arrest",0,1,1,0,NA,"C2936490"
"Ovulation",0,1,1,0,NA,"C0029965"
"Oxazolone",0,1,1,0,NA,"C0030005"
"Oxidase",0,1,1,0,NA,"C0242417"
"Vitiligo",1,0,1,0,NA,"C0042900"
"Oxonic_Acid",0,1,1,0,NA,"C0030032"
"PARK2_protein_human_PRKN",0,1,1,0,NA,"C1311470"
"PARK7",0,1,1,0,NA,"11315"
"PDB1",0,1,1,0,NA,"5131"
"PGF_gene_PGF",0,1,1,0,NA,"C1335207"
"PHB2_SIL1",0,1,1,0,NA,"11331"
"PINK1",0,1,1,0,NA,"65018"
"PS2_protein_alzheimer_associated_PSEN2",0,1,1,0,NA,"C0528480"
"PSEN1",0,1,1,0,NA,"5663"
"PTEN_gene_PTEN",0,1,1,0,NA,"C0694888"
"PTH_gene_PTH",0,1,1,0,NA,"C1419072"
"PTH_protein_human_PTH",0,1,1,0,NA,"C0020063"
"PULMONARY_INVOLVEMENT",0,1,1,0,NA,"C0748159"
"Pacemakers",0,1,1,0,NA,"C0810633"
"Paclitaxel",0,1,1,0,NA,"C0144576"
"Pancreatectomy",0,1,1,0,NA,"C0030279"
"Pancreatic_Diseases",0,1,1,0,NA,"C0030286"
"Pancreatic_Insufficiency",0,1,1,0,NA,"C0030293"
"Pancreatic_carcinoma",0,1,1,0,NA,"C0235974"
"Pancuronium",0,1,1,0,NA,"C0030310"
"Pandemics",0,1,1,0,NA,"C1615608"
"Papillomavirus",0,1,1,0,NA,"C0030358"
"Papillomavirus_Cottontail_Rabbit",0,1,1,0,NA,"C0036991"
"Paraganglioma",0,1,1,0,NA,"C0030421"
"Parasitemia",0,1,1,0,NA,"C0242723"
"Parasitic_Diseases",0,1,1,0,NA,"C0030499"
"Parathyroid_Adenoma",0,1,1,0,NA,"C0262587"
"Parenteral_Nutrition",0,1,1,0,NA,"C0030547"
"Parenteral_Nutrition_Total",0,1,1,0,NA,"C0030548"
"Bradykinesia",1,0,1,0,NA,"C0233565"
"Motor_symptoms",1,0,1,0,NA,"C0426980"
"Paroxysmal_atrial_fibrillation",0,1,1,0,NA,"C0235480"
"Pathogenic_Variant",0,1,1,0,NA,"C3816499"
"Pathogenic_organism",0,1,1,0,NA,"C0450254"
"Tricuspid_Valve_Insufficiency",1,0,1,0,NA,"C0040961"
"Urinary_Incontinence_Stress",1,0,1,0,NA,"C0042025"
"Patulin",0,1,1,0,NA,"C0030710"
"Pelvi_ureteric_obstruction",0,1,1,0,NA,"C0852891"
"Pentobarbital",0,1,1,0,NA,"C0030883"
"Pentobarbital_Sodium",0,1,1,0,NA,"C0700349"
"Anergy",1,0,1,0,NA,"C0221117"
"Antibody_Formation",1,0,1,0,NA,"C0003261"
"Antimicrobial_activity",1,0,1,0,NA,"C1271650"
"Cytolysis",1,0,1,0,NA,"C1260960"
"Digestion",1,0,1,0,NA,"C0012238"
"Histamine_Release",1,0,1,0,NA,"C0019595"
"Peptidoglycan",0,1,1,0,NA,"C0030958"
"Peptidyl_Dipeptidase_A",0,1,1,0,NA,"C0022709"
"Pericarditis_Constrictive",0,1,1,0,NA,"C0031048"
"Perinatal_asphyxia",0,1,1,0,NA,"C0559477"
"Perinephritis",0,1,1,0,NA,"C0031065"
"Peripartum_cardiomyopathy",0,1,1,0,NA,"C0877208"
"Peripheral_nerve_injury_NOS",0,1,1,0,NA,"C0262593"
"Permeability",0,1,1,0,NA,"C0031164"
"Peroxides",0,1,1,0,NA,"C0031180"
"Peroxisome_Proliferators",0,1,1,0,NA,"C0600434"
"Petroleum",0,1,1,0,NA,"C0031264"
"Peyronie_Disease",0,1,1,0,NA,"C0030848"
"Agranulocytosis",1,0,1,0,NA,"C0001824"
"Cancer_Related_Death",1,0,1,0,NA,"C4722463"
"DNA_Strand_Break",1,0,1,0,NA,"C0872150"
"Drowsiness",1,0,1,0,NA,"C0013144"
"Myelosuppression",1,0,1,0,NA,"C0854467"
"Ototoxicity",1,0,1,0,NA,"C0235280"
"Pulmonary_toxicity",1,0,1,0,NA,"C0919924"
"Respiratory_Depression",0,1,1,0,NA,"C0235063"
"Toxic_Epidermal_Necrolysis",0,1,1,0,NA,"C0014518"
"Pharmacologic_Substance",0,1,1,0,NA,"C1254351"
"Amenorrhea",1,0,1,0,NA,"C0002453"
"Aplasia_NOS",1,0,1,0,NA,"C0243065"
"Aplastic_bone_marrow",1,0,1,0,NA,"C1368107"
"Bone_Marrow_Suppression",1,0,1,0,NA,"C0280962"
"Gastrointestinal_mucositis",1,0,1,0,NA,"C0521585"
"Hepatitis_B_reactivation",1,0,1,0,NA,"C1142420"
"Hypocellular_bone_marrow",1,0,1,0,NA,"C0151773"
"Lymphopenia",1,0,1,0,NA,"C0024312"
"Mucositis",1,0,1,0,NA,"C0333355"
"Neutropenic_fever",1,0,1,0,NA,"C0948631"
"Oral_Mucositis",1,0,1,0,NA,"C1568868"
"Ovarian_Failure_Premature",1,0,1,0,NA,"C0085215"
"Ovarian_failure",1,0,1,0,NA,"C0747102"
"Palmar_plantar_erythrodysesthesia_syndrome",1,0,1,0,NA,"C0549410"
"Phlebitis",1,0,1,0,NA,"C0031542"
"Polyneuropathy",1,0,1,0,NA,"C0152025"
"Stomatitis",1,0,1,0,NA,"C0038362"
"ovary_insufficiency",1,0,1,0,NA,"C1401084"
"Phencyclidine",0,1,1,0,NA,"C0031381"
"Phenobarbital",0,1,1,0,NA,"C0031412"
"Phenols",0,1,1,0,NA,"C0031428"
"Phenylalanine",0,1,1,0,NA,"C0031453"
"Mydriasis",1,0,1,0,NA,"C0026961"
"Reflex_bradycardia",1,0,1,0,NA,"C0232191"
"Hypertensive_crisis",1,0,1,0,NA,"C0020546"
"Phosgene",0,1,1,0,NA,"C0031591"
"Phospholipase_A2",0,1,1,0,NA,"C0031667"
"Phosphoric_Acid_Esters",0,1,1,0,NA,"C0031701"
"Photosensitizing_Agents",0,1,1,0,NA,"C0162713"
"Pilocarpine",0,1,1,0,NA,"C0031923"
"Pitocin",0,1,1,0,NA,"C0733348"
"Pituitary_Adenoma",0,1,1,0,NA,"C0032000"
"Placental_dysfunction",0,1,1,0,NA,"C1395512"
"Plasmodium_falciparum_infection",0,1,1,0,NA,"C0858318"
"Plastics",0,1,1,0,NA,"C0032167"
"Platelet_Derived_Growth_Factor",0,1,1,0,NA,"C0032200"
"Platelet_rich_plasma",0,1,1,0,NA,"C0370220"
"Platelets_CTCAE",0,1,1,0,NA,"C1963076"
"Platinum",0,1,1,0,NA,"C0032207"
"Players",0,1,1,0,NA,"C5142959"
"Pneumococcal_Infections",0,1,1,0,NA,"C0032269"
"Pneumonia_Bacterial",0,1,1,0,NA,"C0004626"
"Pneumonia_Pneumocystis_carinii",0,1,1,0,NA,"C0032305"
"Pneumonitis_Interstitial",0,1,1,0,NA,"C0206061"
"Point_Mutation",0,1,1,0,NA,"C0162735"
"Poisoning_by_vitamin_D",0,1,1,0,NA,"C0242154"
"Pollution",0,1,1,0,NA,"C0392355"
"Poly_I_C",0,1,1,0,NA,"C0032414"
"Polyhydramnios",0,1,1,0,NA,"C0020224"
"Polysaccharides",0,1,1,0,NA,"C0032594"
"Polysomnography",0,1,1,0,NA,"C0162701"
"Polyunsaturated_Fatty_Acids",0,1,1,0,NA,"C0032615"
"Portal_embolisation",0,1,1,0,NA,"C0744813"
"Prader_Willi_Syndrome",0,1,1,0,NA,"C0032897"
"Morbidity_perinatal",1,0,1,0,NA,"C0848215"
"Prealbumin",0,1,1,0,NA,"C0032923"
"Pregnancy_Complications",0,1,1,0,NA,"C0032962"
"Pregnancy_Ectopic",0,1,1,0,NA,"C0032987"
"Pregnancy_Prolonged",0,1,1,0,NA,"C0032993"
"Pregnanolone",0,1,1,0,NA,"C0033008"
"Prenatal_Exposure",0,1,1,0,NA,"C0871124"
"Primary_Neoplasm",0,1,1,0,NA,"C0677930"
"Primary_biliary_cirrhosis",0,1,1,0,NA,"C0008312"
"Primary_sclerosing_cholangitis",0,1,1,0,NA,"C0566602"
"New_Variant_Creutzfeldt_Jakob_Disease",1,0,1,0,NA,"C0376329"
"Wasting_Disease_Chronic",1,0,1,0,NA,"C1135993"
"Pro_Opiomelanocortin",0,1,1,0,NA,"C0033195"
"Propionibacterium_acnes",0,1,1,0,NA,"C0033477"
"Propofol",0,1,1,0,NA,"C0033487"
"Prostaglandin_D2",0,1,1,0,NA,"C0033532"
"Prostaglandin_Endoperoxide_Synthase",0,1,1,0,NA,"C0033551"
"Prostaglandin_H2",0,1,1,0,NA,"C0072288"
"Protein_C",0,1,1,0,NA,"C0033621"
"Protein_C_Deficiency",0,1,1,0,NA,"C0398625"
"Protein_Kinase_C",0,1,1,0,NA,"C0033634"
"Protein_S_Deficiency",0,1,1,0,NA,"C0242666"
"Proto_Oncogene_Proteins_c_akt_AKT1",0,1,1,0,NA,"C0164786"
"Proto_Oncogene_Proteins_c_myc_MYC",0,1,1,0,NA,"C0080065"
"Proto_Oncogenes",0,1,1,0,NA,"C0033713"
"Pseudotumor_Cerebri",0,1,1,0,NA,"C0033845"
"Pulmonary_Valve_Insufficiency",0,1,1,0,NA,"C0034088"
"Pulmonary_Veno_Occlusive_Disease",0,1,1,0,NA,"C0034091"
"Pulmonary_capillary_hemangiomatosis",0,1,1,0,NA,"C0340548"
"Pulmonary_failure",0,1,1,0,NA,"C0948755"
"Pulmonary_fat_embolism",0,1,1,0,NA,"C0340537"
"Purines",0,1,1,0,NA,"C0034140"
"Puromycin_Aminonucleoside",0,1,1,0,NA,"C0034146"
"Pyrethroids",0,1,1,0,NA,"C0597329"
"Pyroglyphidae",0,1,1,0,NA,"C0998367"
"Pyrrolidines",0,1,1,0,NA,"C0034326"
"Pyrrolizidine_Alkaloids",0,1,1,0,NA,"C0034335"
"Quercetin",0,1,1,0,NA,"C0034392"
"RNA_Double_Stranded",0,1,1,0,NA,"C0035693"
"RNA_Viruses",0,1,1,0,NA,"C0035691"
"Rabies",0,1,1,0,NA,"C0034494"
"Radical_prostatectomy",0,1,1,0,NA,"C0194810"
"Reactive_Nitrogen_Species",0,1,1,0,NA,"C0969698"
"Cellular_Stress",1,0,1,0,NA,"C1516373"
"Solar_elastosis",1,0,1,0,NA,"C0263415"
"Recombinant_Erythropoietin",0,1,1,0,NA,"C0376541"
"Recombinant_Human_Macrophage_Inflammatory_Protein_1_Beta_CCL4",0,1,1,0,NA,"C3887559"
"Recurrent_disease",0,1,1,0,NA,"C0277556"
"Reducing_diet",0,1,1,0,NA,"C0012167"
"Refractory_shock",0,1,1,0,NA,"C0349412"
"Relaxation",0,1,1,0,NA,"C0035028"
"Renal_artery_dissection",0,1,1,0,NA,"C0919563"
"Renal_artery_occlusion",0,1,1,0,NA,"C0553718"
"Renal_function",0,1,1,0,NA,"C0232804"
"Renin_REN",0,1,1,0,NA,"C0035094"
"Repeat_Expansion_Disease",0,1,1,0,NA,"C5447383"
"Resistant_bacteria",0,1,1,0,NA,"C1444090"
"Respiratory_Distress_Syndrome_Newborn",0,1,1,0,NA,"C0035220"
"Respiratory_complication",0,1,1,0,NA,"C0161818"
"Respiratory_physiology",0,1,1,0,NA,"C0035245"
"Respiratory_syncytial_virus",0,1,1,0,NA,"C0035236"
"Respiratory_syncytial_virus_bronchiolitis",0,1,1,0,NA,"C0276340"
"Retinoids",0,1,1,0,NA,"C0035339"
"Retroviridae",0,1,1,0,NA,"C0035366"
"Rheumatism",0,1,1,0,NA,"C0035435"
"Rhinovirus",0,1,1,0,NA,"C0035473"
"Rhizobium_radiobacter",0,1,1,0,NA,"C0085472"
"Rifampin",0,1,1,0,NA,"C0035608"
"Ring_device",0,1,1,0,NA,"C1260969"
"Rocuronium",0,1,1,0,NA,"C0209337"
"Rotator_cuff_syndrome",0,1,1,0,NA,"C0263912"
"Rotavirus_Infections",0,1,1,0,NA,"C0035869"
"Rous_sarcoma_virus",0,1,1,0,NA,"C0086943"
"Rupture_Spontaneous",0,1,1,0,NA,"C0035956"
"Ryanodine",0,1,1,0,NA,"C0035983"
"S6c_sarafotoxin",0,1,1,0,NA,"C0245495"
"SARS_coronavirus",0,1,1,0,NA,"C1175743"
"SLC25A29",0,1,1,0,NA,"123096"
"Salicylic_Acid",0,1,1,0,NA,"C0036079"
"Salmonella_typhimurium",0,1,1,0,NA,"C0036126"
"Sarcopenia",0,1,1,0,NA,"C0872084"
"Scleroderma",0,1,1,0,NA,"C0011644"
"Secondary_amyloidosis",0,1,1,0,NA,"C0221014"
"Secondary_infection",0,1,1,0,NA,"C0442886"
"Sediment",0,1,1,0,NA,"C1550099"
"Selenite",0,1,1,0,NA,"C0036580"
"Sepsis_of_the_newborn",0,1,1,0,NA,"C0456103"
